Nombre,Direccion,Longitud,Latitud
Laboreza,"Av Gobernadores 535, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.529452,19.843151
LabSur,"Av Luis Donaldo Colosio Murrieta 142, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.541376,19.832079
LaCasitaVerde,"Loto entre Tulipan y Gardenia, Las Flores, 24097 San Francisco de Campeche, Camp.",-90.52832,19.820918
LACPE LABORATORIOS,"Av Patricio Trueba de Regil 16-Int: L, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.534529,19.828148
LACPECAM,"Av Patricio Trueba de Regil Manzana L Lote 16, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.53453,19.828144
Lalo's,"Av Aviación 41, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.506757,19.842684
Lancer Laboratorios Campeche,"C. Peru 211, Polvorín, 24060 San Francisco de Campeche, Camp.",-90.525247,19.826604
Las Cazuelas Campeche,"Av 2000 41, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.534599,19.828764
Las Lupitas Hotel Boutique,"esquina con, calle 10B, C. 45-B, Barrio de Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.530501,19.848973
Las Negritas,"Jesús García Corona 22, Héroe de Nacozari, 24070 San Francisco de Campeche, Camp.",-90.508051,19.830977
Lava Max,"C. 22 96C, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.542485,19.833909
Lavanderia A Lavar Suc Ex Hda Kala,"Av. Exhacienda Kala 11, 24085 San Francisco de Campeche, Camp.",-90.481133,19.839028
Lavanderia Acostamar,"Av López Portillo 212-Loc 2, Sascalum, 24098 San Francisco de Campeche, Camp.",-90.538366,19.817931
LAVANDERIA BELEN,"Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532376,19.836018
LAVANDERIA BURBU CLEAN COLONIAL,"Xcaret, Amp Kalá I, 24087 San Francisco de Campeche, Camp.",-90.491104,19.84825
Lavanderia Jabon & Espuma,"C. Ecuador 10, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.522233,19.842428
LAVANDERIA LA FLOR DE TABASCO,"Plaza Xel-Ha, C. 10-B, Barrio de la Ermita, 24020 San Francisco de Campeche, Camp.",-90.519461,19.856564
LAVANDERIA LA GLORIETA,"Campeche 2, Amp Polvorín II, 24060 San Francisco de Campeche, Camp.",-90.526554,19.824517
Lavanderia La Lavada,"Av. Central 150, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.534838,19.833163
Lavanderia la ria,"Av. Gobernadores 314, Barrio de San Francisco ,24010 San Francisco de Campeche,Camp., México, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.519434,19.843026
Lavanderia PalmaReal Campeche,"Nueva Plan Chac, Viveros, 24089 San Francisco de Campeche, Camp.",-90.496658,19.85028
LAVANDERIA SATELITE,"Fernando Montes de Oca A 12, Héroes de Chapultepec, 24030 San Francisco de Campeche, Camp.",-90.562169,19.828278
Lavanderia Vicaria,"Vicaría 16, Amp Jardines, 24060 San Francisco de Campeche, Camp.",-90.515706,19.826522
Lavandería A LAVAR,"Antigua Carretera Campeche - Mérida, Plaza comercial La PLAZITA, # 567 Int. 1 a 100 mts de Bodega Aurrera Kalá, Eduardo J. Lavalle Urbina, 24087 San Francisco de Campeche, Camp.",-90.491732,19.850459
Lavandería batallón,"Batallón entre de Sinaí y c tulipán, Leovigildo Gómez, 24060 San Francisco de Campeche, Camp.",-90.514655,19.823536
Lavandería burbujas,"240060, Jardines, 24060 San Francisco de Campeche, Camp.",-90.514785,19.82755
Lavandería burbujitas,"C. 16 342-c, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.535816,19.842517
Lavandería Capital,"Av. Francisco I. Madero 118, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.52042,19.849606
Lavandería de la 43,"Calle Mariano Escobedo N43, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.525461,19.848306
Lavandería del Bosque,"Avenida Universidad 2, Bosques de Campeche, 24030 San Francisco de Campeche, Camp.",-90.553557,19.832187
Lavandería Estela,"C. 12 343, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.547828,19.837777
Lavandería Express,"C. 22, Centro, 24520 Chiná, Camp.",-90.496151,19.772002
Lavandería La Diana y Planchaduría Sucursal,"Av. Prol. Benito Juárez, 24560 San Francisco de Campeche, Camp.",-90.486846,19.873111
Lavandería LavaClean,"Av López Portillo 9, Vicente Guerrero, 24035 San Francisco de Campeche, Camp.",-90.550836,19.826622
Lavandería limpia clean,"C. Candelaria 2, Cuatro Caminos (Ampliación), Amp Cuatro Caminos, 24070 San Francisco de Campeche, Camp.",-90.515333,19.832845
Lavandería Mako Clean,"Pacífico de México 46, entre Carretera Antigua A Hampolol, Solidaridad Nacional, 24025 San Francisco de Campeche, Camp.",-90.498127,19.869384
Lavandería Marklin,"villacabra y cuatro 7, C. 108 Local2, entre las calles, Bellavista, 24020 San Francisco de Campeche, Camp.",-90.51238,19.851744
Lavandería SPLasH,"Plaza Revolución, Lázaro Cárdenas Local 0X, Presidentes de México, 24088 San Francisco de Campeche, Camp.",-90.490209,19.863025
Lavandería WASHÉ,"De Prol. Pedro Moreno, San Rafael, 24090 San Francisco de Campeche, Camp.",-90.535548,19.829574
Lavandería y Planchaduria Piscis,"Av Luis Donaldo Colosio Murrieta, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.539479,19.831019
Lavandería y Planchaduría El Tendedero,"Avenida Concordia 5, Kala ll, 24085 San Francisco de Campeche, Camp.",-90.525463,19.851878
"Lavandería y Tintorería ""LA TINTO""","C. 57 49, entre 16 y 18, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.535605,19.842422
le Ballet,"Calle 12 146, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536484,19.844924
Lens Outlet,"Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.535678,19.838537
LEO Zapatería,"C. 57 6, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.537005,19.844896
Lerma,24500 Camp.,-90.59289,19.811395
Lerma,"C. 20 1733, Pesquera, 24500 Lerma, Camp.",-90.59314,19.811583
LERMA,"C. 19, Lerma Centro, 24500 Lerma, Camp.",-90.600737,19.806182
Lerma Centro,"San Francisco de Campeche, Camp.",-90.60088,19.805043
Lerma3DLab,"carretera, Supermanzana km 10, Las Brisas, 24500 San Francisco de Campeche, Camp.",-90.60357,19.801772
Letras Campeche,"Carr. Costera del Golfo, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.539294,19.84818
Letras Lerma,"C. 20 368, Lerma Centro, 24500 Lerma, Camp.",-90.608377,19.801534
LF Comercializadora,"Los Laureles 7, entre calle Tulipanes y Av. López Portillo, Los Laureles, 24096 San Francisco de Campeche, Camp.",-90.5271,19.81559
Libertad Financiera,"C. 59 2-Loc 3, Col. Centro, 24000 San Francisco de Campeche, Camp.",-90.538425,19.845639
LIC. ABELARDO MALDONADO GUERRERO,"Av Adolfo Ruiz Cortinez 3-Int: -A, GUADALUPE, 24010 San Francisco de Campeche, Camp.",-90.532966,19.848909
Lic. Isabel del C. Ruíz Guillermo,"C. 61 31, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.538014,19.843353
Limpieza Integral Isabel Especialistas en Telas y Superficies,"C. 104 22, Bellavista, 24020 San Francisco de Campeche, Camp.",-90.515537,19.848661
Lineä Finä Campeche,"Av. Lázaro Cárdenas 3, Lomas de las Flores, 24060 San Francisco de Campeche, Camp.",-90.524271,19.816703
Little Caesars Pizza Colosio,"Av Luis Donaldo Colosio Murrieta 28, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532843,19.830322
Little Caesars Pizza Fundadores,"Calle Mariano Escobedo 4, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.526158,19.854049
Little Caesars Pizza Universidad,"Esq Agustin Melgar, Av. Agustín Melgar 7, Bosques de Campeche, 24030 San Francisco de Campeche, Camp.",-90.555729,19.829225
Liverboutique 3,"24040, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.534858,19.831667
Liverpool,"Centro Comercial Galerías, Pedro Sainz de Baranda 1401, Barrio de la Ermita, 24000 San Francisco de Campeche, Camp.",-90.521545,19.857444
LLANTAMAR,"C. 14 1C, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.511742,19.847704
Llantas De Campeche,"Av López Mateos 125, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.5425,19.83584
LLANTAS DEL SURESTE,"Av Gobernadores 353, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.520632,19.842806
Llantas Mayab Suc. Campeche,"Av Gobernadores 4, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.520951,19.842881
Llantas Pulido Suc. Gobernadores,"Av. Gobernadores, Vía de ferrocarril 232-X, Dzarbay, 24020 San Francisco de Campeche, Camp.",-90.514726,19.842872
"Llantera ""El Chaparrito""","Av López Mateos 40, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.539359,19.838216
Llantera el lagarto,"24084 San Francisco de Campeche, Camp.",-90.476318,19.843121
Llantera Llantamaya Ahkimpech,"Sector Fundadores Esquina con, Lorenzo Alfaro Alomia, Av Ricardo Castillo Oliver 23, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.52592,19.853292
Llantera Llantamaya Jaina - Pirelli,"Sector Justicia social, Av. Jaina Manzana Colonia Lote #1, entre Av. Kala Y calle Jaina, 24088 San Francisco de Campeche, Camp.",-90.49447,19.851262
Llantera Llantamaya Maestros Campechanos,"Av, Av. Maestros Campechanos No. 363, Multunchac, 24090 San Francisco de Campeche, Camp.",-90.529253,19.809437
LLANTERA MONSOF - Bridgestone,"Av. Álvaro Obregón 240-B, Esperanza, 24080 San Francisco de Campeche, Camp.",-90.500897,19.844865
Llantera Servimax Campeche,"Av Patricio Trueba de Regil 239, Zona Sin Asignación de Nombre, 24090 San Francisco de Campeche, Camp.",-90.532134,19.822813
Llantera y Mecánico Eléctrico Magaña,"Solidaridad 14-3, Bellavista (Ampliación), Amp Bellavista, 24020 San Francisco de Campeche, Camp.",-90.508745,19.858217
LLYASA Llantas y Taller,"Av Gobernadores 45, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.514831,19.842872
LoAN Sport,"Av López Mateos 185, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.544931,19.834499
LOB FOOTWEAR CAMPECHE,"Pedro Sainz de Baranda 139-239, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.523189,19.856622
Lobby Café,"Av Luis Donaldo Colosio Murrieta, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.539431,19.831021
"Local De Fiestas ""LOS ABUELOS""","C. 15 36, Samulá, 24090 San Francisco de Campeche, Camp.",-90.546561,19.818198
LOCOS X EL ASADO CARNES A LA LEÑA,"Av. Álvaro Obregón 163, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.514911,19.845998
Logex Envios,"Tamaulipas 318, entre Calle Panama y Av. Revolucion, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.519793,19.842033
LOLY'S Papelería y Novedades,"C. 5 15, entre 101 y Villacabra, Bellavista, 24020 San Francisco de Campeche, Camp.",-90.510515,19.851271
Lomelis,"24010, C. 14 36, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.525653,19.847905
Lomur Boutique (Boga boutique),"Avenida José López Portillo Num. 28 Local 1 Plaza, Kanisté, 24038 San Francisco de Campeche, Camp.",-90.551809,19.826292
Lonchería Fey Ricas Comidas,"calle 18 entre 55 y 57, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.53496,19.842069
Lonchería Y Cocina Económica Monsanty,"C. Venezuela, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.524028,19.845877
Los 5 Reyes,"24023, Av. Solidaridad Nacional 1, Fidel Velázquez, San Francisco de Campeche, Camp.",-90.493852,19.870641
Los Abuelitos,"C. 21 33, Samulá, 24090 San Francisco de Campeche, Camp.",-90.545269,19.814065
Los Abuelos Campeche,"C. Bravo 8, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.544998,19.841045
Los Autenticos al Estilo Brontosaurio's,"Calle Novena, Manzana 97, Lote 177, San francisco de campeche77, Siglo XXI, 24085 Mexico, Camp.",-90.491349,19.80203
Los Calditos,"C. 10-B 100, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.524237,19.852027
Los Cedros,"Carr. Antigua A Hampolol 92, Villa Mercedes, 24027 San Francisco de Campeche, Camp.",-90.503469,19.865476
Los Delfines,"Pedro Sainz de Baranda s/n-Local 9, Área Ah, 24028 San Francisco de Campeche, Camp.",-90.511833,19.864523
LOS DORADOS CHILAQUILES,"Ciriaco Vázquez 102, KIOSCO #2, 24000 San Francisco de Campeche, Camp.",-90.532205,19.843742
Los molcajetes taqueria,"Av. Lázaro Cárdenas 90, Zona Sin Asignación de Nombre, 24090 San Francisco de Campeche, Camp.",-90.526762,19.823452
Los Murmullos Casa Boutique,"C. 10-B 167, Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.529648,19.849518
Los Nea sazón colombomexa,"Prolongacion Av Lazaro Cardena Sn Calle Peru Y Av Luis Donaldo C, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.526585,19.833042
LOS PEQUES,"Tepeyac, 24096 San Francisco de Campeche, Camp.",-90.53613,19.819672
"LOS SECA""S""","C. 110, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.512366,19.843454
Los Taquitos de la López,"Av López Mateos 118, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.542039,19.836414
Los Trompos | Campeche,"Pedro Sainz de Baranda 139, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.522288,19.857204
los Weros de Campeche,"Av Patricio Trueba de Regil 322, Sascalum, 24095 San Francisco de Campeche, Camp.",-90.529767,19.818132
Luan,"C. 59 35, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536824,19.843151
LUBRILLANTAS DE CAMPECHE,"Av Patricio Trueba de Regil 230, Sascalum, 24095 San Francisco de Campeche, Camp.",-90.529696,19.815406
Lucio Rodriguez Nos,"C. 12 100, Barrio de Guadalupe, 24010 Acapulco de Juárez, Camp.",-90.532244,19.847072
LUCIO Taller Mecánico,"Vicente Guerrero, 24035 San Francisco de Campeche, Camp.",-90.546988,19.828746
Lumía Café,"C.Granizo, Av Tormenta, Fracciorama 2000, 24097 San Francisco de Campeche, Camp.",-90.530977,19.826406
Lupita,"Segunda 87, Siglo XXI, 24073 San Francisco de Campeche, Camp.",-90.492327,19.815231
"LUUS YAILO, Centro de Medicina Fisica Integral","Av República 121, entre Nicaragua Y Costa Rica, Colonia Santa Ana, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.532145,19.840346
Láser Laboratorio y Servicios,"C. Flor de Limón 4, Tomás Aznar, 24069 San Francisco de Campeche, Camp.",-90.524473,19.83339
Lásercraft Campeche,"Junto a la Supauac Local Negro, 4ta privada de la 18, Av López Portillo 70, Vicente Guerrero, 24035 San Francisco de Campeche, Camp.",-90.548065,19.827137
Ma'alo'ob K'iin,"And. Rosa Flores, Las Flores, 24097 San Francisco de Campeche, Camp.",-90.529203,19.822303
MAC CHUCHO,"C. 11, Centro, 24520 Chiná, Camp.",-90.495627,19.770143
Maco Creativos,"calle 49c entre 8 y 10, Samulá, centro, 24000 San Francisco de Campeche, Camp.",-90.546497,19.823809
"Madame Chantal, ""Centro de Distribución""n","Tamaulipas 96A, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.530065,19.84176
MADEL,"dentro Mega Soriana, Av. Central 91-Local MADEL, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.534841,19.837462
Maderas Bernés,"C. Veracruz 6-B, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.52616,19.840423
MADISA Campeche,"Av. Heroe de Nacozari Km 13, Col, Héroe de Nacozari, 24070 San Francisco de Campeche, Camp.",-90.503378,19.795355
MAESTRO DE AMÉRICA Secundaria - Preparatoria,"Av Gobernadores N°172, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.511275,19.842625
Maestros Campechanos,"Palmas ÌII Interior A, Palmas III, 24027 San Francisco de Campeche, Camp.",-90.503231,19.86748
Magic Style,"C. 14 num 17-Local 2, entre Calle 5 y Calle 104, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.516199,19.848246
MAJA Galerías Campeche,"Sector Metropolitano del área, Plaza Galerías, Pedro Sainz de Baranda 139-Local 168, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.522379,19.856912
Majan naj,"C. 12 12, Lázaro Cárdenas, 24095 San Francisco de Campeche, Camp.",-90.535227,19.809995
Majo Castillo Repostería Fina,"Calle Prolongación Bravo No.49, Tepeyac, 24096 San Francisco de Campeche, Camp.",-90.536365,19.821542
MAJO NOVEDADES,"Av. Miguel Alemán 257, Barrio de la Ermita, 24020 San Francisco de Campeche, Camp.",-90.520757,19.855831
Makech,"C. Pedro Moreno 93, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.536406,19.83288
MakerThings3D,"24060 San Francisco de Campeche, Camp.",-90.52471,19.818923
Malcriado Creativos,"C. And. Los Aguacates 33, Quinta Belem I y II, 24050 San Francisco de Campeche, Camp.",-90.530205,19.831619
Malecón de Campeche,"Golfo de México, Solidaridad Nacional, 24014 San Francisco de Campeche, Camp.",-90.53977,19.847891
Manila Estilistas,"Av. Central 62, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.535523,19.8373
MANINE,"CALLE QUERETARO 135-D entre Peru y, Ecuador, C. Querétaro, 24050 San Francisco de Campeche, Camp.",-90.524411,19.835273
Mansión Carvajal,"C. 10 230, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.535038,19.846458
Manuel Delgado Campeche,"Av Luis Donaldo Colosio Murrieta 8-12, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532287,19.830333
Manufactura Y Comercializacion Herhoff,"Av López Portillo Manzana 4 Lote 19, 24093 San Francisco de Campeche, Camp.",-90.532903,19.814418
Manz-Ana,"24050, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.531703,19.838759
Maquila Serigrafía Campeche,"C. Monte de los Olivos 13, Leovigildo Gómez, 24060 San Francisco de Campeche, Camp.",-90.514559,19.822646
MARAÑON,"C. 26, Marañón, 24500 Lerma, Camp.",-90.597072,19.80646
MARFITNESS,"C. 14 Manzana y 36, Montecristo, 24044 San Francisco de Campeche, Camp.",-90.551502,19.834995
Marganzo Restaurante,"Calle 8 267, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.53818,19.845799
Mariana Beauty Salón,"Av María Lavalle Urbina, Fundadores 15-Local 11, planta alta, Guadalupe, Área Ah, 24010 San Francisco de Campeche, Camp.",-90.53004,19.853268
Mariscos Aracely's,"Pedro Sainz de Baranda 137, Área Ah, 24010 San Francisco de Campeche, Camp.",-90.520677,19.858452
Mariscos El Kraken,"Plaza Attimo, Av Luis Donaldo Colosio Murrieta, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.529413,19.831122
Marisquería Baruch,"Av Casa de Justicia 6, 24097 San Francisco de Campeche, Camp.",-90.527666,19.824329
Marisquería Vilma,"C. Lazareto 20 A, Prado, 24035 San Francisco de Campeche, Camp.",-90.553218,19.832084
Marisquería Yemaya,"220 Carr. Campeche-Lerma Km 202 Campeche - Lerma, 24030 San Francisco de Campeche, Camp.",-90.575121,19.82281
Marivale Café,"24090, Samulá, 24090 San Francisco de Campeche, Camp.",-90.548495,19.822212
Marketing de Gobierno,"Sta. Ana 16, Villas Santa Ana, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.519868,19.838264
MartMay Bienes Raices,"Ciruela 6, entre PARAGUAY Y CIRICOTE, La Huerta, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.527614,19.836399
MaryKay - unidad de colores,"C. 51 19, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.534386,19.846293
Maseca Gruma Bodega Campeche,"Av. Heroe de Nacozari, 24062 San Francisco de Campeche, Camp.",-90.502194,19.794118
MATERBARRO,"Frente a la cancha principal de usos múltiples Los, C. 22 992, Pirulines, 24520 Chiná, Camp.",-90.497114,19.776408
Materiales 23 de Abril,"C. 5 entre 18 y 20, Lázaro Cárdenas, 24095 San Francisco de Campeche, Camp.",-90.537951,19.809203
Materiales Alavez,"De la 20, Chonhuás, 24520 Chiná, Camp.",-90.491346,19.770332
Materiales Belén,"C. Costa Rica, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.534122,19.833649
Materiales Centurión sucursal Campeche,"Av López Portillo 42, Zona Sin Asignación de Nombre, 24062 San Francisco de Campeche, Camp.",-90.507997,19.813727
Materiales CONSTRUMASS,"Av. Concordia 35, El Carmelo, 24075 San Francisco de Campeche, Camp.",-90.504669,19.836536
Materiales De Construccion Ligera,"Av. Heroe de Nacozari 212, Lomas Delicias, 24060 San Francisco de Campeche, Camp.",-90.514375,19.837505
Materiales de construccion los negros,"Acción Nacional 10, Polvorín (Ampliación), Polvorín, 24060 San Francisco de Campeche, Camp.",-90.522794,19.825038
Materiales De Construcción Moguel,"Leovigildo Gómez Mza 4 Lte 15, Esquina Con, De Sinaí, 24060 San Francisco de Campeche, Camp.",-90.514319,19.823244
Materiales de La 21,"C. 21, Samulá, 24090 San Francisco de Campeche, Camp.",-90.550416,19.816175
Materiales dos hermanos,"24520, Centro, 24520 México, Camp.",-90.495786,19.766119
Materiales El Fuerte,"C. 10-A, Bellavista, 24020 San Francisco de Campeche, Camp.",-90.512723,19.857207
Materiales el Gato,"Av. Jaina 20, Unidad y Trabajo, 24088 San Francisco de Campeche, Camp.",-90.493289,19.854544
Materiales el güero,"1er. Priv. Prol. Pedro Moreno 134, San Rafael, 24090 San Francisco de Campeche, Camp.",-90.535342,19.828272
MATERIALES EL GÜERO,"Cto. Pablo García Oeste 3, Cd Concordia, 24085 SAN FRANCISCO, Camp.",-90.494352,19.833426
Materiales El Rey,"Emiliano Zapata, 20 de Noviembre, 24085 San Francisco de Campeche, Camp.",-90.484106,19.833541
Materiales Eliezer,"Av República 175, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.535199,19.84083
Materiales HEXA,"C. Montecristo 26, Prado, 24040 San Francisco de Campeche, Camp.",-90.549985,19.83539
Materiales la Guadalupana,"Calle 16, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.526384,19.845788
MATERIALES LAS TORRES,"Centro, 24520 Chiná, Camp.",-90.493426,19.764784
Materiales Martha Elena,"C. 102 43, Dzarbay, 24020 San Francisco de Campeche, Camp.",-90.515632,19.845019
MATERIALES MELISSA,"Av López Portillo 1, entre calle 12 y 2, Samulá, 24090 San Francisco de Campeche, Camp.",-90.552494,19.826152
Materiales Oreza,"C. 12 56, Samulá, 24090 San Francisco de Campeche, Camp.",-90.549253,19.82254
MATERIALES ORTEGON,"C. Reyes Heroles 65, Morelos, 24026 San Francisco de Campeche, Camp.",-90.499096,19.859203
Materiales para Construccion Miguel Hidalgo,"Av López Portillo Col, Miguel Hidalgo, 24094 San Francisco de Campeche, Camp.",-90.537456,19.816769
Materiales para construcción M&K,"C. Josefa Ortiz de Domínguez 87, Granjas, 24080 San Francisco de Campeche, Camp.",-90.505093,19.848076
Materiales Para Construcción y Ferretería el Flaco,"Av. Concordia Manzana 14, Justo Sierra Méndez I y II, 24026 San Francisco de Campeche, Camp.",-90.503829,19.836049
Materiales rojas,"C. 12 entre 15 y 17, Samulá, 24090 San Francisco de Campeche, Camp.",-90.549571,19.81893
Materiales Rojas sucursal Colosio,"Av Luis Donaldo Colosio Murrieta 449, Prado, 24040 San Francisco, Camp.",-90.548128,19.832722
Materiales Samuel,"C. 7 Lote 8, 24095 San Francisco de Campeche, Camp.",-90.537659,19.807916
materiales san felipin,"Av. Cto. Constitución 35, Peña, 24089 San Francisco de Campeche, Camp.",-90.497394,19.849148
MATERIALES SAN FELIPIN,"24026 LAS, Granjas, 24026 San Francisco de Campeche, Camp.",-90.505591,19.854325
MATERIALES SAN FELIPIN,"ANT, C. Kalá 24, Vivah, 24088 San Francisco de Campeche, Camp.",-90.482353,19.852835
Materiales Siglo XXI,"Siglo XXI, Vivah 1 Etapa, Siglo XXI, 24073 San Francisco de Campeche, Camp.",-90.488959,19.800999
MATERIALES SU CASA,"C. Pedro Moreno Lote 32, Sascalum, 24095 San Francisco de Campeche, Camp.",-90.531998,19.815998
Materiales TAURO,"Av. Cto. Constitución, Peña, 24085 San Francisco de Campeche, Camp.",-90.498027,19.846868
Materiales Tres de Mayo,"Av. Lázaro Cárdenas, Zona Sin Asignación de Nombre, 24096 San Francisco de Campeche, Camp.",-90.525717,19.820142
Materiales xool,"C. 21 49, Samulá, 24090 San Francisco de Campeche, Camp.",-90.546599,19.814582
"Materiales, obras y servicios de Campeche","Calle 4, numero 7, interior 2 entre calle 5 y 7, Samulá, 24090 San Francisco de Campeche, Camp.",-90.542946,19.822362
Matt's Mundo de fantasía ✨,"Vigésima Sexta Lote 3, Vivah 1 Etapa, Siglo XXI, 24073 San Francisco de Campeche, Camp.",-90.491463,19.800121
Max,"Pedro Sainz de Baranda Mza. G Lte. X, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.530553,19.854581
Max El Color De Los Expertos,"Av Luis Donaldo Colosio Murrieta 62, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.545061,19.832896
Maxicampeche,"Av Luis Donaldo Colosio Murrieta 12, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.531942,19.830271
Maxicarne,"Av Luis Donaldo Colosio Murrieta 14, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.518757,19.838283
Maxicarne Gobernadores 1,"Av Gobernadores 11-B, Esperanza, 24080 San Francisco de Campeche, Camp.",-90.502883,19.843581
Maya Campeche Hotel,"C. 57 40, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536121,19.843081
Mazda Campeche,"Avenida María Lavalle Urbina Mz E 1 Lt 6,7,17,18 Area, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.531673,19.852513
Mc Dog Presidentes,"24088, Gral. Mariano Arista 41, Presidentes de México, San Francisco de Campeche, Camp.",-90.488451,19.861818
MC Taller Automotriz,"Av Álvaro Obregón y Calle 16 116, Calle, 24020 San Francisco de Campeche, Camp.",-90.517963,19.848375
Mc'Soriano Burger,"Gral bautista ceballos, Lázaro Cárdenas con, 24023 San Francisco de Campeche, Camp.",-90.49033,19.862774
Mc. Nuel's Hamburguesas,"C. Paraguay 171, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.526794,19.835799
McDogs foodtruck Hamburguesas y Hotdogs,"Av. Francisco I. Madero 69-17, Barrio de la Ermita, 24020 San Francisco de Campeche, Camp.",-90.521851,19.852288
McDonald's,"Roman Piña Chan 5, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.532776,19.852562
MCR Contabilidad y Consultoría Integral,"C. 103 9, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.509232,19.843268
MECAMP MENSAJERIA Y PAQUETERIA DE CAMPECHE,"C. 45-B 23, Barrio de Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.529179,19.846737
MECÁNICA EN GENERAL HÉCTOR CAN,"Jerusalén Manzana 22 Lote 39, Leovigildo Gómez, 24060 San Francisco de Campeche, Camp.",-90.515438,19.821502
